Reference,Journal_name,Publication_year,Experiment_year,IF,Data_details,Variable_name,Variable_identity,Plant_species,Plant_status,Herbivore_feeding_guild,cor,n,zr,var,Bio_var
Zvereva et al. 2020,Journal of Animal Ecology,2020,2018,4.7,Data from Dryad,percentage of leaf area lost to defoliating and leafmining insects.,Herbivory,Betula pendula,Native,All folivores,0.6108381374100611,9,0.7102572742443741,0.16666666666666666,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2018,4.7,Data from Dryad,percentage of leaf area lost to defoliating and leafmining insects.,Herbivory,Betula pubescens,Native,All folivores,0.4915908094156681,10,0.5381559350528011,0.14285714285714285,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,number of Eriocrania mines.,Herbivore abundance,Betula pendula,Native,Miners,-0.24607448558770484,9,-0.25122995072474824,0.16666666666666666,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,number of Eriocrania mines.,Herbivore abundance,Betula pubescens,Native,Miners,-0.16793019158867267,10,-0.1695360262423001,0.14285714285714285,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,number of Stigmella mines.,Herbivore abundance,Betula pendula,Native,Miners,0.24983277682993446,9,0.25523444845343335,0.16666666666666666,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,number of Stigmella mines.,Herbivore abundance,Betula pubescens,Native,Miners,0.5107025756489694,10,0.56367978457541,0.14285714285714285,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,percentage of leaf area lost to defoliating and leafmining insects.,Herbivory,Betula pendula,Native,All folivores,0.13757891855939025,9,0.13845694121582794,0.16666666666666666,Bio_5
Zvereva et al. 2020,Journal of Animal Ecology,2020,2019,4.7,Data from Dryad,percentage of leaf area lost to defoliating and leafmining insects.,Herbivory,Betula pubescens,Native,All folivores,0.46781110113181185,10,0.507264511906511,0.14285714285714285,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Betula pendula,Native,All folivores,0.5810174597718712,43,0.6639973158467396,0.025,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Betula pubescens,Native,All folivores,0.6293305999890062,50,0.7403069871759087,0.02127659574468085,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Picea abies,Native,All folivores,-0.0059397099628248524,98,-0.0059397798155984526,0.010526315789473684,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Pinus sylvestris,Native,All folivores,0.04362423732790025,97,0.043651942354760144,0.010638297872340425,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Populus tremula,Native,All folivores,0.3530039175601569,45,0.36887114205384103,0.023809523809523808,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Salix caprea,Native,All folivores,0.35542899819745044,43,0.37164415250794286,0.025,Bio_5
Zvereva et al. 2020,Journal of Ecology,2020,2014,6.1,Data from Dryad,Leaf area loss,Herbivory,Vaccinium myrtillus,Native,All folivores,0.5655166283977958,45,0.640906744354125,0.023809523809523808,Bio_5
Abarca & Lill 2018,Ecological Entomology,2018,2013,2.1,Data from Table 1,Egg mass prevalence,Herbivore abundance,Prunus serotina,Native,Defoliators,0.37611150216345746,6,0.3955226928606033,0.3333333333333333,Bio_6
Abarca & Lill 2018,Ecological Entomology,2018,2013,2.1,Data from Table 1,Egg masses per tree (mean ± SE),Herbivore abundance,Prunus serotina,Native,Defoliators,0.6932585648145242,6,0.8542024671235031,0.3333333333333333,Bio_6
Abarca et al. 2018,Oecologia,2018,2014,2.8,Data from Figure 3,Caterpillar survival,Herbivore abundance,Prunus serotina,Native,Defoliators,0.8699911609007898,10,1.3330432709157165,0.14285714285714285,Bio_6
Abdala-Roberts et al. 2016,American Journal of Botany,2016,2015,3.2,Data from Figure 2A and Supporting Information,Proportion damaged leaves,Herbivory,Quercus robur,Native,All folivores,-0.5665609756272393,20,-0.642443453473959,0.058823529411764705,Bio_6
Abdala-Roberts et al. 2016,Journal of Ecology,2016,2013,6.1,Data from Figure 1(a),Fruit attack,Herbivory,Ruellia nudiflora,Native,Seed feeders,-0.5002539619249299,28,-0.5496448175869819,0.04,Bio_6
Abdala-Roberts et al. 2016,Journal of Ecology,2016,2013,6.1,Data from Figure 1(b),Leaf herbivory,Herbivory,Ruellia nudiflora,Native,Defoliators,0.4715538164685112,29,0.5120665840520278,0.038461538461538464,Bio_6
Abdala-Roberts et al. 2019,American Journal of Botany,2019,2019,3.2,Data from Appendix S2,Number of chewing herbivores,Herbivory,Gossypium hirsutum,Native,Defoliators,0.40025785353521315,25,0.42395593639403983,0.045454545454545456,Bio_6
Abdala-Roberts et al. 2019,American Journal of Botany,2019,2019,3.2,Data from Appendix S2,Percent leaf herbivory,Herbivory,Gossypium hirsutum,Native,Defoliators,-0.15971602538810067,25,-0.16109527435513327,0.045454545454545456,Bio_6
Adams et al. 2009a,Biological Invasions,2009,2004,3.1,Data from Figure 3,Total leaf herbivory damage (%),Herbivory,Acer platanoides,Native,All folivores,-0.420427082443175,31,-0.44821069219846427,0.03571428571428571,Bio_6
Adams et al. 2009a,Biological Invasions,2009,2004,3.1,Data from Figure 3,Total leaf herbivory damage (%),Herbivory,Acer platanoides,Non-native,All folivores,0.05545049154456427,21,0.05550742888520139,0.05555555555555555,Bio_6
Adams et al. 2009a,Biological Invasions,2009,2005,3.1,Data from Figure 3,Total leaf herbivory damage (%),Herbivory,Acer platanoides,Native,All folivores,-0.2720342245110795,34,-0.2790593070998584,0.03225806451612903,Bio_6
Adams et al. 2009a,Biological Invasions,2009,2005,3.1,Data from Figure 3,Total leaf herbivory damage (%),Herbivory,Acer platanoides,Non-native,All folivores,-0.13731242951886136,20,-0.13818532090925437,0.058823529411764705,Bio_6
Adams et al. 2009b,Ecological Research,2009,2005,2,Data from Figure 6,Total Herbivory % Leaf Area Loss,Herbivory,Liquidambar styraciflua,Native,All folivores,0.13684776352843164,10,0.13771175617709153,0.14285714285714285,Bio_6
Adams et al. 2009b,Ecological Research,2009,2005,2,Data from Figure 6,Total Herbivory % Leaf Area Loss,Herbivory,Quercus alba,Native,All folivores,-0.14749299556089351,18,-0.14857670617746352,0.06666666666666667,Bio_6
Adams et al. 2009b,Ecological Research,2009,2005,2,Data from Figure 7a,Total Herbivory % Leaf Area Loss,Herbivory,Acer rubrum,Native,All folivores,-0.19878476715428103,21,-0.20146700623383224,0.05555555555555555,Bio_6
Adams et al. 2009b,Ecological Research,2009,2005,2,Data from Figure 7b,Total Herbivory % Leaf Area Loss,Herbivory,Fagus grandifolia,Native,All folivores,-0.1563797822357651,16,-0.1576735561254078,0.07692307692307693,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 2,% herbivory/3 months,Herbivory,Acacia falcata,Native,All folivores,0.5965226843334461,4,0.6877314768162232,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 2,% herbivory/3 months of chewing,Herbivory,Acacia falcata,Native,Defoliators,0.17887672510016064,4,0.18082204294766405,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 2,% herbivory/3 months of mining,Herbivory,Acacia falcata,Native,Miners,0.7898783513806142,4,1.071108147131419,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 2,% herbivory/3 months of sap-sucking,Herbivory,Acacia falcata,Native,Sap feeders,0.14574754480772428,4,0.14679290771775852,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory chewing (Expanding),Herbivory,Acacia falcata,Native,Defoliators,-0.7917044373150278,4,-1.0759822999390838,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory chewing (Mature),Herbivory,Acacia falcata,Native,Defoliators,0.5319834981867803,4,0.5929075116216493,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory mining (Expanding),Herbivory,Acacia falcata,Native,Miners,0.9823262353427357,4,2.3599724915801996,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory mining (Mature),Herbivory,Acacia falcata,Native,Miners,0.5941308920178477,4,0.684026628967,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory sap-sucking (Expanding),Herbivory,Acacia falcata,Native,Sap feeders,0.8331013077148424,4,1.1981887598986891,1,Bio_6
Andrew & Hughes 2005,Oikos,2005,2001,3.6,Data from Figure 3,Herbivory sap-sucking (Mature),Herbivory,Acacia falcata,Native,Sap feeders,-0.43925135472673954,4,-0.4713028036750334,1,Bio_6
Andrew & Hughes 2007,Global Change Biology,2007,2002,13,Data from Figure 4,% herbivory/ 12 months,Herbivory,Acacia falcata,Native,All folivores,0.5017971333051975,5,0.5517052009543972,0.5,Bio_6
Andrew & Hughes 2007,Global Change Biology,2007,2002,13,Data from Figure 4,% herbivory/ 12 months of chewing,Herbivory,Acacia falcata,Native,Defoliators,0.9056355375392298,5,1.502703151069655,0.5,Bio_6
Andrew & Hughes 2007,Global Change Biology,2007,2002,13,Data from Figure 4,% herbivory/ 12 months of mining,Herbivory,Acacia falcata,Native,Miners,-0.45191205945363794,5,-0.48710043945662623,0.5,Bio_6
Andrew & Hughes 2007,Global Change Biology,2007,2002,13,Data from Figure 4,% herbivory/ 12 months of sap-sucking,Herbivory,Acacia falcata,Native,Sap feeders,-0.7079703468053444,5,-0.8831028318469529,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,All herbivores average damage_2009,Herbivory,Betula nana,Native,All folivores,-0.642569543334428,3,-0.7625381364952064,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,All herbivores percentage leaf area_2009,Herbivory,Betula nana,Native,All folivores,-0.481339206049944,3,-0.5247258666379945,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,All herbivores percentage leaves_2009,Herbivory,Betula nana,Native,All folivores,-0.76678700080063,3,-1.0124828632915093,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,Defoliators average damage_2009,Herbivory,Betula nana,Native,Defoliators,-0.642569543334428,3,-0.7625381364952064,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,Defoliators percentage leaf area_2009,Herbivory,Betula nana,Native,Defoliators,-0.481339206049944,3,-0.5247258666379945,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2009,1.9,Data from Table S2.2,Defoliators percentage leaves_2009,Herbivory,Betula nana,Native,Defoliators,-0.76678700080063,3,-1.0124828632915093,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,All herbivores average damage_2013,Herbivory,Betula nana,Native,All folivores,0.9973577721114867,3,3.3139790068580433,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,All herbivores percentage leaf area_2013,Herbivory,Betula nana,Native,All folivores,0.5278019202973813,3,0.5870933850352209,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,All herbivores percentage leaves_2013,Herbivory,Betula nana,Native,All folivores,0.22280153167944658,3,0.22660204794041572,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,Defoliators average damage_2013,Herbivory,Betula nana,Native,Defoliators,0.9973577721114867,3,3.3139790068580433,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,Defoliators percentage leaf area_2013,Herbivory,Betula nana,Native,Defoliators,0.5278019202973813,3,0.5870933850352209,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2013,1.9,Data from Table S2.2,Defoliators percentage leaves_2013,Herbivory,Betula nana,Native,Defoliators,0.22280153167944658,3,0.22660204794041572,1,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores average damage,Herbivory,Betula glandulosa,Native,All folivores,0.6839945996253517,8,0.8365823423448747,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores average damage,Herbivory,Betula nana,Native,All folivores,-0.04151515363493771,34,-0.041539028895538496,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores percentage leaf area,Herbivory,Betula glandulosa,Native,All folivores,0.8984174161905536,8,1.4639518889845382,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores percentage leaf area,Herbivory,Betula nana,Native,All folivores,0.11156596816259626,34,0.11203234202213135,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores percentage leaves,Herbivory,Betula glandulosa,Native,All folivores,0.6855179526516774,8,0.8394505972457362,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,All herbivores percentage leaves,Herbivory,Betula nana,Native,All folivores,0.03563790305040956,34,0.035653001984652606,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators average damage,Herbivory,Betula glandulosa,Native,Defoliators,0.6792595459927,8,0.8277379936139996,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators average damage,Herbivory,Betula nana,Native,Defoliators,-0.0396354491413321,34,-0.03965622407862134,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators percentage leaf area,Herbivory,Betula glandulosa,Native,Defoliators,0.9070469804576752,8,1.5106085208939646,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators percentage leaf area,Herbivory,Betula nana,Native,Defoliators,0.10789347025694475,34,0.10831508164764864,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators percentage leaves,Herbivory,Betula glandulosa,Native,Defoliators,0.7168205823778673,8,0.901074339658815,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Defoliators percentage leaves,Herbivory,Betula nana,Native,Defoliators,0.03184666236427714,34,0.03185743532078458,0.03225806451612903,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Gallers percentage leaf area,Herbivory,Betula glandulosa,Native,Gallers,-0.3867358689695926,8,-0.40795612156072475,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Gallers percentage leaf area,Herbivory,Betula nana,Native,Gallers,-0.2364793472776189,25,-0.2410416049507347,0.045454545454545456,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Gallers percentage leaves,Herbivory,Betula glandulosa,Native,Gallers,-0.4155430766672676,8,-0.44229272816615556,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Gallers percentage leaves,Herbivory,Betula nana,Native,Gallers,-0.3882295234616966,25,-0.40971365814432575,0.045454545454545456,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Miners percentage leaf area,Herbivory,Betula nana,Native,Miners,0.07270834538436392,20,0.0728368776302205,0.058823529411764705,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Miners percentage leaves,Herbivory,Betula glandulosa,Native,Miners,0.07089800083436845,8,0.0710171506142384,0.2,Bio_6
Barrio et al. 2017,Polar Biology,2017,2014,1.9,Data from Table S2.2,Miners percentage leaves,Herbivory,Betula nana,Native,Miners,0.10748443147115798,25,0.10790124361332522,0.045454545454545456,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,All herbivores average damage,Herbivory,Betula nana,Native,All folivores,0.940829212567502,5,1.7452213126627372,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,All herbivores percentage leaf area,Herbivory,Betula nana,Native,All folivores,0.3846298624085363,5,0.405482099518114,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,All herbivores percentage leaves,Herbivory,Betula nana,Native,All folivores,0.021490280523142422,5,0.021493589741042027,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,Defoliators average damage,Herbivory,Betula nana,Native,Defoliators,0.9389328174472159,5,1.7289591975738625,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,Defoliators percentage leaf area,Herbivory,Betula nana,Native,Defoliators,0.3870358085018264,5,0.4083088590793068,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,Defoliators percentage leaves,Herbivory,Betula nana,Native,Defoliators,0.03155770450155161,5,0.031568186753003116,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,Miners percentage leaf area,Herbivory,Betula nana,Native,Miners,-0.46077776231408685,5,-0.4982982430138443,0.5,Bio_6
Barrio et al. 2017,Polar Biology,2017,2015,1.9,Data from Table S2.2,Miners percentage leaves,Herbivory,Betula nana,Native,Miners,-0.930433124380652,5,-1.6616055722280196,0.5,Bio_6
Baskett & Schemske 2018,Ecology Letters,2018,2014,9.8,Data from Dryad,﻿mean herbivory (consumed leaf area/total area*100)_Mature_2014,Herbivory,Phytolacca americana,Native,Defoliators,0.5145406701928155,60,0.5688859847328968,0.017543859649122806,Bio_6
Baskett & Schemske 2018,Ecology Letters,2018,2014,9.8,Data from Dryad,﻿mean herbivory (consumed leaf area/total area*100)_Young_2014,Herbivory,Phytolacca americana,Native,Defoliators,0.8036865808649027,70,1.108937745289273,0.014925373134328358,Bio_6
Baskett & Schemske 2018,Ecology Letters,2018,2015,9.8,Data from Dryad,Herbivore abundance,Herbivore abundance,Phytolacca americana,Native,All folivores,0.1450658142102289,50,0.14609645185326717,0.02127659574468085,Bio_6
Baskett & Schemske 2018,Ecology Letters,2018,2015,9.8,Data from Dryad,mean herbivory (consumed leaf area/total area*100)_2015,Herbivory,Phytolacca americana,Native,Defoliators,0.6158253639634527,239,0.7182519679179447,0.00423728813559322,Bio_6
Baskett et al. 2020,Ecological Monographs,2020,2017,9,Data from Dryad,Herbivory rate_mature,Herbivory,Phytolacca americana,Native,Defoliators,-0.10417072840851663,175,-0.1045500052290714,0.005813953488372093,Bio_6
